[[-0.0016984362,-0.0016984362[,-0.0011533299[,-0.00089070713[,-0.0009735649[,-0.000890153[,-0.0007807243[,-0.00042679912[,-0.00043676453[,-0.00045709766[,-0.00043337612[,-0.0005149299[,-0.00039508656[,-0.0002552072[,-0.00029135848[,-0.0002660048[,-0.0002498668[,-0.00025487313[,-0.00023329757[,-0.0002315036[,-0.0002549164[,-0.0002491396[,-0.00032281867[,-0.00039869497[,-0.0005146852[,-0.00058528606[,-0.00091553235[,-0.0005331392[,-0.0003794603[,-0.0003833925[,-0.00038459897[,-0.00037487297[,-0.00042375748[,-0.00040299314[,-0.00033557828[,-0.00036911335[,-0.00040824[,-0.00044601865[,-0.000430711[,-0.00043527977[,-0.00054766034[,-0.00064986746[,-0.00047523007[,-0.00046930893[,0.00011885397[,0.00017952237[,-8.372905e-05[,-0.00012591043[,-0.00013855133[,-9.21709e-05[,7.3313575e-05],
[0.0018118037,0.0018118037,0.002769218,0.0032969366,0.0029280838,0.0020547102,0.0020074223,0.0033745836,0.005654222,0.007607132,0.008650609,0.010800851,0.016416956,0.014939324,0.011420135,0.010121981,0.008468152,0.0153110195,0.017565772,0.02088585,0.0263347,0.021222124,0.004432102,0.007044773,0.016276475,0.0062287487,0.0045144316,0.014232914,0.011349259,0.01890653,0.0080991825,0.015457809,0.014366707,0.009471165,0.00765563,0.0054252567,0.003828192,0.001222815,-0.00035189374,0.0016261546,0.0009259599,0.0002980322,-0.000518365,-0.00067859585,-0.002178942,-0.0043250024,-0.0015423173,-0.00013024379,-0.0027377144,-0.0021222401,-0.0010382115],
[0.0017423881,0.0017423881,0.002306056,0.0032041357,0.0044664103,0.0050698766,0.0039133043,0.0054894025,0.0081195785,0.009702344,0.011539731,0.015384207,0.021482082,0.01913127,0.0155961905,0.016432976,0.017213518,0.020205505,0.017722094,0.01758438,0.020177668,0.01278076,0.023795132,0.015693272,0.0065015783,0.0041959104,0.004252749,0.009159165,0.00556893,0.005743056,0.0139605,0.009573454,0.016488945,0.011439606,0.0072928467,0.006740289,0.0045159985,0.0016716914,0.0008287251,0.0004032177,1.8830504e-05,-0.00028942747,0.00086149934,-0.0015565897,-0.0015495495,-0.0015009869,-0.0017858101,0.00057007954,0.0012782951,-0.0012179088,-0.00045379906],
[0.0021579012,0.0021579012,0.0027591137,0.0035741816,0.0052146087,0.0075708074,0.008829777,0.009033483,0.011351463,0.0129808225,0.016199958,0.022324847,0.02690861,0.023015847,0.023579974,0.02463785,0.025137722,0.02227959,0.0179531,0.018674014,0.022408187,0.021435488,0.025700873,0.040201046,0.024286563,0.021769898,0.010796582,0.012168803,0.009256673,0.006880964,0.0067741736,0.010532867,0.015407738,0.011855701,0.008980504,0.01054874,0.007556177,0.0024224524,0.002342821,0.0018206987,0.0009989955,-0.00058805634,0.00012829404,-0.00043543908,-0.0005615794,-0.00017475823,-0.00096417486,0.0007658437,0.0016735863,0.00021179336,-0.000103896324],
[0.002450619,0.002450619,0.003311129,0.0044815964,0.0060930066,0.009696951,0.015041148,0.017183347,0.017225413,0.019458713,0.024032285,0.03015416,0.03299039,0.027174484,0.028394483,0.030758293,0.030242926,0.029794194,0.023854058,0.02162629,0.021533476,0.024700886,0.024853196,0.040455207,0.022172982,0.02325193,0.028351318,0.033449505,0.025721695,0.023102954,0.020715585,0.011075878,0.010865169,0.01921504,0.012325335,0.009417885,0.005573349,0.001991786,0.0025123947,0.0022423004,0.0025002277,6.6683904e-05,-0.0010724837,-0.00076281535,0.0006726811,0.00085624604,-0.0004348912,0.0009509084,0.0010495611,-0.00089097983,8.9789675e-05],
[0.0025361837,0.0025361837,0.0034524358,0.0047647147,0.0063532935,0.009724439,0.016080523,0.022963012,0.0235197,0.026028011,0.030301664,0.028736463,0.031459283,0.028736524,0.02924936,0.03601302,0.042491872,0.049445827,0.031310022,0.03191878,0.03043412,0.037714906,0.032932807,0.040524893,0.030554857,0.036487527,0.029297685,0.027333224,0.020383298,0.017540522,0.010166136,0.010113725,0.020437665,0.021832984,0.008274065,0.0047192853,-0.00026657054,0.0007915183,0.0036656472,0.0019111537,0.0020835907,0.0013844921,0.0012841461,0.002607422,0.001960089,5.4518157e-05,1.5472862e-05,-0.0014513454,-0.00017319174,-4.4727467e-06,-0.000845302],
[0.0025069988,0.0025069988,0.0034915546,0.00472124,0.006521261,0.009543963,0.015260233,0.024583802,0.030737046,0.032136083,0.030532528,0.03044831,0.03742484,0.034797955,0.03502276,0.043461,0.0554004,0.0646001,0.03354871,0.037100945,0.039975904,0.05204793,0.037412807,0.03014626,0.047157567,0.02839444,0.023198448,0.02310386,0.015365415,0.010025922,0.013499685,0.0123936925,0.009976136,0.011410065,0.010742005,0.009934259,0.004004694,-7.223368e-05,0.002309132,0.0021578681,0.0008190424,0.0022557823,0.00450372,0.0036162524,0.0009249004,-0.00028890712,-0.0006909551,-0.0017110158,-0.0016823775,-0.0019968844,-0.00051627075],
[0.0025705078,0.0025705078,0.0035949363,0.0049313535,0.006659832,0.009626612,0.015231118,0.024079278,0.035493564,0.04329419,0.056961145,0.061224118,0.06351526,0.0571183,0.06254303,0.060387056,0.047814507,0.04025656,0.04428669,0.04073339,0.052776773,0.061841793,0.038589314,0.040160473,0.041471995,0.023701249,0.024696881,0.017891124,0.014542612,0.020128125,0.019648332,0.016650967,0.011066349,0.010853817,0.015875325,0.01575605,0.010004714,0.005404165,0.0023269546,0.0018297294,0.0029171428,0.0050218725,0.0040464518,0.001862324,0.0012558266,0.00026318748,-5.137378e-05,-0.0009131608,-0.0011633399,-0.0010583325,-0.0007131163],
[0.0027292997,0.0027292997,0.003973275,0.0055747787,0.0077789477,0.010871847,0.016650826,0.026142966,0.041495368,0.061894923,0.0940052,0.0960385,0.096157424,0.09879654,0.091729976,0.08677702,0.078794315,0.066009626,0.067211024,0.06302336,0.06404672,0.0458153,0.045091517,0.04855152,0.032363016,0.018081155,0.019632706,0.020187741,0.024139157,0.024484308,0.028269641,0.016950404,0.013822573,0.010709589,0.02116109,0.03658918,0.023460826,0.015706548,0.01186572,0.008303015,0.0064459946,0.0047620414,0.0021267289,0.0015201558,0.0010406164,0.0010268282,0.0007504345,0.0001914723,-0.00093604793,-0.00074155733,-0.0017629835],
[0.0026997812,0.0026997812,0.0040236516,0.0059278645,0.008254283,0.011047711,0.016184371,0.024467492,0.036142927,0.046585463,0.06950964,0.08163927,0.10354605,0.11725266,0.1278958,0.1285921,0.1205377,0.092574954,0.09757443,0.098366044,0.09247618,0.08749924,0.07290281,0.03277262,0.017278185,0.028414983,0.027624186,0.036126826,0.035698127,0.023156973,0.020060169,0.013444374,0.012308501,0.019199023,0.01742998,0.017387524,0.006639224,0.0075501795,0.009169755,0.0055666626,0.0036754322,0.0027737573,0.0018043049,0.0017087709,0.0013111302,0.0017542897,0.0008225758,0.00092560344,-0.0003916418,-7.0683214e-05,-0.0013827815],
[0.0025199645,0.0025199645,0.0040678587,0.006084703,0.008548965,0.011236275,0.016308323,0.022796392,0.030688241,0.039173946,0.047990005,0.056021225,0.0652768,0.07287787,0.07440983,0.08506331,0.104836695,0.14937167,0.13200736,0.1273058,0.09347367,0.07271936,0.06942924,0.0441544,0.027293865,0.032555696,0.026959188,0.033318825,0.03331651,0.021640956,0.020364309,0.016788078,0.01785362,0.015558793,0.011979649,0.011411553,0.0060122986,0.0074546025,0.0055551175,0.0049777944,0.004452202,0.0016576558,0.0016922397,0.0015996506,0.0010568941,0.0021037802,0.0014679945,0.002932845,0.0008512342,0.00029416737,-0.0014839087],
[0.0025398699,0.0025398699,0.0042300075,0.0062655103,0.009219414,0.012833279,0.016161475,0.018478509,0.026589278,0.03687768,0.052811436,0.08234207,0.068608776,0.06292059,0.06821822,0.074532814,0.07036895,0.10417276,0.1216668,0.12322552,0.09349966,0.057801016,0.04315358,0.03401163,0.03573893,0.03654482,0.03641199,0.028476471,0.02149018,0.021581927,0.014845878,0.011004758,0.012478509,0.013293795,0.013400527,0.012001649,0.0084058335,0.009892197,0.0047821784,0.0036068992,0.00217027,0.0006601549,-0.0001756667,-0.0005656046,-0.0004202521,-0.00028124676,-0.0009410288,0.0004776107,0.0018590606,0.0005601426,0.00025385947],
[0.002814604,0.002814604,0.004785819,0.0074363137,0.011238898,0.014047695,0.015801849,0.017509408,0.023808675,0.031463053,0.03911598,0.039735157,0.04610771,0.059112377,0.05407693,0.05120653,0.04777253,0.06584834,0.08039953,0.084859736,0.071086735,0.04074239,0.036813498,0.026613105,0.027842058,0.026122557,0.020185594,0.019544229,0.023488306,0.02450008,0.013744411,0.010559672,0.013014747,0.015342826,0.011726007,0.008106349,0.006787491,0.009557494,0.0023445948,0.0016198013,0.0019729522,0.0016586375,0.001102983,0.00055186945,1.112207e-05,-0.0005869672,-0.0012363534,-0.0051033045,-0.0004208938,0.0002323608,0.00045203735],
[0.003176116,0.003176116,0.005209584,0.007329201,0.01016546,0.015283363,0.018103246,0.020145515,0.023686277,0.030392177,0.03467578,0.043304916,0.048828978,0.064944185,0.05849495,0.05039249,0.046660498,0.055954285,0.053239413,0.062473185,0.06453631,0.042944245,0.043775048,0.03753105,0.04282606,0.033275478,0.029218415,0.022696394,0.01868797,0.016592324,0.020932134,0.009722125,0.010108695,0.009699394,0.012895527,0.0046935556,0.0031225202,0.0020323072,0.0019153495,0.0016964197,0.0013743992,0.001956123,0.002219728,0.0026899274,0.0014131946,0.0012750806,0.0011306808,0.0005620961,0.0006344206,0.000656164,0.00039616256],
[0.003432076,0.003432076,0.0049957866,0.00637199,0.008916847,0.015636558,0.0185703,0.019725231,0.023623783,0.026096974,0.035303246,0.04842447,0.061406236,0.07783706,0.06727376,0.074418634,0.04955289,0.040048704,0.039880734,0.046251625,0.05172243,0.048565235,0.044024054,0.04351925,0.046135277,0.03624067,0.031950153,0.026914526,0.02634445,0.018321853,0.007847744,0.008947826,0.007847953,0.007609407,0.009206652,0.0039247093,0.0031683745,0.0020788962,0.002959509,0.003174465,0.0027404784,0.0024703532,0.0020929421,0.0036664298,0.0022963774,0.001709681,0.0012915285,0.0015413582,0.002599207,0.0017211412,0.000351716],
[0.0031391873,0.0031391873,0.004052565,0.005267784,0.007090699,0.01041327,0.01577534,0.017737346,0.023855666,0.034282256,0.03140678,0.036422674,0.05178841,0.050040923,0.048928123,0.040698957,0.03275183,0.027910745,0.025742883,0.027367016,0.032327797,0.031191252,0.02388969,0.022058763,0.022149194,0.034271087,0.038247954,0.044280846,0.03363791,0.015658155,0.0071218093,0.0042814673,0.00853057,0.008355946,0.01399892,0.0042955847,0.005373055,0.0040967907,0.0035064395,0.0017308956,0.00231914,0.0027556524,0.0027454237,0.0054357504,0.0027262375,0.002082382,0.0020775038,0.00045457206,0.0023968061,0.0024505,0.0011504168],
