[[-0.0016984362,-0.0016984362[,-0.0011533299[,-0.00089070713[,-0.0009735649[,-0.000890153[,-0.0007807243[,-0.00042679912[,-0.00043676453[,-0.00045709766[,-0.00043337612[,-0.0005149299[,-0.00039508656[,-0.0002552072[,-0.00029135848[,-0.0002660048[,-0.0002498668[,-0.00025487313[,-0.00023329757[,-0.0002315036[,-0.0002549164[,-0.0002491396[,-0.00032281867[,-0.00039869497[,-0.0005146852[,-0.00058528606[,-0.00091553235[,-0.0005331392[,-0.0003794603[,-0.0003833925[,-0.00038459897[,-0.00037487297[,-0.00042375748[,-0.00040299314[,-0.00033557828[,-0.00036911335[,-0.00040824[,-0.00044601865[,-0.000430711[,-0.00043527977[,-0.00054766034[,-0.00064986746[,-0.00047523007[,-0.00046930893[,0.00011885397[,0.00017952237[,-8.372905e-05[,-0.00012591043[,-0.00013855133[,-9.21709e-05[,7.3313575e-05],
[0.0025672067,0.0025672067,0.0033390354,0.0044665374,0.0061857724,0.0086162435,0.012892765,0.01637938,0.02030959,0.026702574,0.03558849,0.029665044,0.04004592,0.034428824,0.040974297,0.048101816,0.024386961,0.018996151,0.016739301,0.01939256,0.022124017,0.028095575,0.022568306,0.019494452,0.021859908,0.029749054,0.038201,0.03436786,0.035315692,0.036841586,0.021190237,0.010259449,0.006607931,0.004005616,0.001590124,-0.0017490096,0.0055282973,0.0033503177,0.0020914746,0.0024483944,0.001595514,0.0013748928,0.0023220868,0.008810181,0.003990437,0.0017221438,0.0021678293,0.0019563073,0.0017490337,0.0017321017,0.002939193],
[0.0022172807,0.0022172807,0.0028818457,0.0038823022,0.005360072,0.007235632,0.010395069,0.014066872,0.017632501,0.023658102,0.031196909,0.025554087,0.027599523,0.027134366,0.031361464,0.029309347,0.019001957,0.015713613,0.015103649,0.016688492,0.020072442,0.02202897,0.027237412,0.021526545,0.027005857,0.033725027,0.040579136,0.031436604,0.043849785,0.018664092,0.025044883,0.018916545,0.0112490095,0.0054249642,0.00032594564,-0.0008120998,-0.00064998143,0.0028418528,0.001498736,0.0030571232,0.0038297987,0.0018264836,0.00056687254,-0.0020879265,0.00034243305,0.0015302766,0.0025347169,0.0044026147,0.0020282748,0.0011675188,0.0020017948],
[0.00198555,0.00198555,0.0025718438,0.003457453,0.0046882504,0.0061885365,0.008161604,0.01033036,0.014368316,0.021542896,0.025281504,0.029871577,0.030382022,0.024978332,0.024056016,0.02100368,0.01596675,0.014184034,0.01452765,0.017112909,0.017995758,0.0179893,0.02311436,0.027652524,0.024368066,0.032053508,0.0396004,0.039640516,0.035205938,0.008805318,0.008064668,0.011960193,0.018740267,0.0089964885,0.0030877152,0.0014320199,0.0028312225,0.0033551888,0.0024654807,0.0018936904,0.0022394962,0.0014161528,0.0015762628,0.00070089725,0.0012958411,0.0020487492,0.0012176773,0.0044469964,0.002429414,0.001297229,0.00018755216],
[0.0019247574,0.0019247574,0.0024312683,0.0032116647,0.004158256,0.00526837,0.006605725,0.008780576,0.011400208,0.015351634,0.018348638,0.02633055,0.036736846,0.03578721,0.021403346,0.01746768,0.01481495,0.015210069,0.017980749,0.018217245,0.01699982,0.016386317,0.01958643,0.029744867,0.028318107,0.030029368,0.03171734,0.047621116,0.01756979,0.004617146,0.0020910925,0.0019809941,0.009779477,0.011722928,0.006650258,0.001699816,0.0025836015,0.0032732997,0.0031562329,0.002444301,0.0010816909,0.0013525895,0.0011123127,0.0012979608,0.001266928,0.0017760849,0.00071708043,-0.000600916,0.0015860525,0.0024428205,0.0023635754],
[0.0018502782,0.0018502782,0.0023334224,0.0030141757,0.0039606034,0.004923814,0.005996137,0.0072650984,0.009279177,0.012611691,0.016594652,0.018697396,0.014759807,0.01670069,0.026853506,0.01843692,0.015319122,0.016645715,0.018850524,0.01599128,0.016207581,0.016273364,0.018416958,0.027773548,0.04423232,0.0477649,0.042680845,0.056458652,0.010837191,0.0051270383,0.0018465832,0.0005666726,0.0037171247,0.004948868,0.009081245,0.0045570633,0.0018640138,0.0019805473,0.0020872205,0.0034773364,0.0009869834,0.0009443121,0.0015010912,0.0005890084,0.00021120103,0.0002560811,0.0001695415,-0.00068473123,0.00028829832,0.001705596,0.0044736587],
[0.0017860999,0.0017860999,0.0023468155,0.003008525,0.0037533164,0.0043523666,0.004963587,0.005620138,0.006832154,0.009891668,0.013953349,0.013224212,0.012643446,0.014075394,0.019603653,0.02664596,0.016246352,0.016355032,0.01734819,0.014046417,0.016490344,0.018733522,0.020813907,0.024620418,0.041195795,0.06200926,0.080277316,0.054043297,0.012634164,0.0066621695,0.002412167,0.0008829942,-9.2659655e-05,0.0038387624,0.005127405,0.0072188484,0.0034177552,0.0016838043,-0.0007956528,0.0020138405,0.0015820548,0.0011116767,0.001757991,0.0021707797,0.00050386606,0.0011324577,-7.632821e-05,-0.00096823974,-0.0006945346,-0.00025023715,0.00038506],
[0.0018172654,0.0018172654,0.0022452483,0.002747898,0.003206493,0.0036728398,0.00416803,0.004629952,0.0055240397,0.008129157,0.014223895,0.015199451,0.010534356,0.013773736,0.014116449,0.019702325,0.015347995,0.01820314,0.020668192,0.015733002,0.017318714,0.021531276,0.015535296,0.00450581,0.0067301993,0.025821585,0.050597027,0.02373148,0.011417475,0.006762418,0.0044148103,0.004311989,0.00067342236,0.0022404697,0.0006579774,0.0066240253,0.0031660427,0.0018256333,-0.00017957989,0.00078509137,0.0015828426,0.001434031,0.0023337135,0.0021994556,0.0003448047,-0.00045578368,-0.0010660551,-0.0022086299,-0.0039166333,-0.0055516846,-0.012876456],
[0.0018399592,0.0018399592,0.0020756887,0.0023483592,0.0027685403,0.0031467793,0.0034691044,0.0038374078,0.0043962053,0.0061101546,0.00936524,0.012792339,0.009794462,0.010583743,0.014128845,0.013261172,0.012040226,0.013502317,0.018106198,0.017181367,0.019071437,0.027038971,0.02584374,0.00239798,0.0012730443,0.017838696,0.064862266,0.013520485,0.0058163763,0.0032849896,0.0032279692,0.0018912252,0.00324627,0.002314202,0.0013309346,0.0019626648,0.0054945187,0.0032502043,0.0043754973,0.0028901622,0.00050171156,0.0019528613,0.004019661,0.0028693036,0.0011187324,0.0006389097,-0.0005741524,-0.0036088417,-0.007556901,-0.00974281,-0.017660357],
[0.0018203343,0.0018203343,0.0019330784,0.0021282444,0.002526678,0.0027872657,0.0030005039,0.0033804302,0.0038150782,0.004725252,0.0061920113,0.007846344,0.0079975575,0.008688171,0.011162001,0.010378362,0.010159123,0.01135378,0.01812496,0.01645018,0.018755017,0.025841262,0.009637873,0.0010373042,-0.00014405229,0.0058254194,0.041044623,0.0132116135,0.004435059,0.0016003648,0.0005104197,0.0028923324,0.0028074267,0.007118525,0.002619585,-0.0021295287,0.0051173354,0.0050815674,0.007646497,0.005244189,0.0035509977,0.0012109341,0.0020810177,0.0032807083,0.001615955,0.0015405661,-0.00083169993,-0.004293928,-0.007871841,-0.011860337,-0.015120908],
[0.0017326779,0.0017326779,0.0018531937,0.0020518906,0.0024467816,0.0027199578,0.0028904136,0.0032271661,0.0036301808,0.004260871,0.0048494255,0.005499874,0.0060554324,0.0068614245,0.008575973,0.008407893,0.011218371,0.009735297,0.012688439,0.014404089,0.019656338,0.034440868,0.010304113,0.0018338616,0.0001353825,0.0016461526,0.017615246,0.013398266,0.002287588,-0.00015657203,-0.0007913286,-0.0007649272,-0.00035087872,-0.000975456,0.0022682322,-0.001887315,-0.0045494554,0.0018466944,0.016864788,0.008594212,0.004741224,0.0055440255,0.004736107,0.009808045,0.0023586836,-0.00017767696,-0.0024039878,-0.0048693186,-0.007493067,-0.0096265,-0.012266068],
[0.001584235,0.001584235,0.0017717914,0.0020270555,0.0023599602,0.0027237784,0.0029425593,0.0031267488,0.0035411255,0.0038220473,0.004055308,0.0044322605,0.0049007344,0.0066068023,0.006243491,0.006649381,0.009764051,0.0089578405,0.01269441,0.018653661,0.026363937,0.031890314,0.006518253,0.0034153992,0.0009866824,0.00031861654,0.008959646,0.0068425057,0.00063807826,-0.00072097825,-0.0011410156,-0.0018293413,-0.0032100452,-0.0028659191,-0.0050836415,-0.0056679165,0.0009317464,-0.001068837,0.006278164,0.0072440584,0.0070430036,0.005606838,0.004406811,0.02694043,0.008648179,0.0010857506,-0.0025489351,-0.005417225,-0.0067197797,-0.008214399,-0.012907047],
[0.00139259,0.00139259,0.0015770895,0.0018016372,0.0020768796,0.0023932266,0.0025196723,0.0026811932,0.003002044,0.0031790729,0.003276764,0.0035083601,0.003914801,0.004776407,0.004231323,0.0055551957,0.0065959906,0.006700791,0.012942836,0.023603294,0.020988617,0.021642027,0.004381267,0.0016608926,-0.00031809253,0.0004789256,0.002707803,0.0011130078,-0.00035976726,-0.0011361511,-0.0018013602,-0.0023031996,-0.00431416,-0.003978749,-0.0053742505,-0.0037395807,-0.0020009093,-0.0013493849,-4.257688e-06,-0.00022489192,0.00040933868,-0.00087580876,0.0044064084,0.011968252,0.0014941593,-0.0011366986,-0.0030652322,-0.0054109176,-0.007045916,-0.009180238,-0.012177258],
[0.0012797351,0.0012797351,0.0014407125,0.0016047853,0.0017898693,0.0020094847,0.0021559536,0.00230948,0.0025708866,0.0026486863,0.0027874978,0.0031517423,0.0032102007,0.003374657,0.0030533674,0.0035878476,0.004246711,0.0045085917,0.0081054885,0.013239942,0.013066572,0.0139108375,0.0047870534,0.0009861193,0.00016909059,0.0015846415,0.001513486,0.00040339475,-0.0007470635,-0.0012780401,-0.0018793355,-0.0025066026,-0.0043639587,-0.0045084944,-0.0055150227,-0.0052717235,-0.0026554875,-0.0005494494,-0.0019454398,-0.0021221808,-0.002735749,-0.00066831097,-0.0013477949,-0.004609375,-0.0027815371,-0.0028051801,-0.0035860217,-0.00492993,-0.0065336586,-0.008222844,-0.011251699],
[0.0011010028,0.0011010028,0.0012350562,0.0013183531,0.0014708035,0.0017423248,0.001919823,0.0021781898,0.002311698,0.0023796952,0.0025422042,0.0029609895,0.0031246957,0.002826417,0.0024396223,0.0024923563,0.002749197,0.003068744,0.0047936775,0.0075148577,0.0076963864,0.0077341585,0.005186349,0.0015994122,0.0008811585,0.0012140645,0.0015772416,0.00081002666,-0.00061079423,-0.0010995782,-0.0017038997,-0.0024377762,-0.003714715,-0.0046773655,-0.004600871,-0.0033631409,-0.002619232,-0.002368027,-0.002103466,-0.0030979349,-0.003041932,-0.002652895,-0.0025837559,-0.0044510597,-0.0036229822,-0.0025107767,-0.003207996,-0.004197346,-0.005762449,-0.008581713,-0.009272],
